p_z,p_n,p_symbol,p_energy,d_z,d_n,d_symbol,bin_en,dn_de,unc_dn_de,dn_de_nu,unc_dn_de_nu,extraction_date
18,21,Ar,0,19,20,K,147,0.00251119,0.0000247346,0.00124937,0.0000241222,2025-09-02
18,21,Ar,0,19,20,K,148,0.0025125,0.0000247144,0.00126026,0.0000242839,2025-09-02
18,21,Ar,0,19,20,K,149,0.00251378,0.0000246932,0.00127112,0.0000244443,2025-09-02
18,21,Ar,0,19,20,K,150,0.00251502,0.000024671,0.00128196,0.0000246032,2025-09-02
18,21,Ar,0,19,20,K,151,0.00251623,0.0000246478,0.00129277,0.0000247608,2025-09-02
18,21,Ar,0,19,20,K,152,0.0025174,0.0000246235,0.00130355,0.0000249169,2025-09-02
18,21,Ar,0,19,20,K,153,0.00251855,0.0000245981,0.00131431,0.0000250716,2025-09-02
18,21,Ar,0,19,20,K,154,0.00251966,0.0000245717,0.00132503,0.0000252248,2025-09-02
18,21,Ar,0,19,20,K,155,0.00252073,0.0000245443,0.00133573,0.0000253765,2025-09-02
18,21,Ar,0,19,20,K,156,0.00252177,0.0000245157,0.0013464,0.0000255268,2025-09-02
18,21,Ar,0,19,20,K,157,0.00252278,0.0000244861,0.00135704,0.0000256757,2025-09-02
18,21,Ar,0,19,20,K,158,0.00252375,0.0000244553,0.00136765,0.000025823,2025-09-02
18,21,Ar,0,19,20,K,159,0.00252469,0.0000244235,0.00137822,0.0000259688,2025-09-02
18,21,Ar,0,19,20,K,160,0.00252559,0.0000243905,0.00138876,0.0000261131,2025-09-02
18,21,Ar,0,19,20,K,161,0.00252646,0.0000243564,0.00139928,0.0000262559,2025-09-02
18,21,Ar,0,19,20,K,162,0.0025273,0.0000243212,0.00140975,0.0000263972,2025-09-02
18,21,Ar,0,19,20,K,163,0.0025281,0.0000242848,0.0014202,0.0000265369,2025-09-02
18,21,Ar,0,19,20,K,164,0.00252886,0.0000242472,0.00143061,0.0000266751,2025-09-02
18,21,Ar,0,19,20,K,165,0.00252959,0.0000242085,0.00144098,0.0000268118,2025-09-02
18,21,Ar,0,19,20,K,166,0.00253029,0.0000241686,0.00145132,0.0000269468,2025-09-02
18,21,Ar,0,19,20,K,167,0.00253095,0.0000241275,0.00146162,0.0000270804,2025-09-02
18,21,Ar,0,19,20,K,168,0.00253158,0.0000240853,0.00147189,0.0000272123,2025-09-02
18,21,Ar,0,19,20,K,169,0.00253217,0.0000240418,0.00148212,0.0000273427,2025-09-02
18,21,Ar,0,19,20,K,170,0.00253272,0.0000239971,0.00149231,0.0000274714,2025-09-02
18,21,Ar,0,19,20,K,171,0.00253324,0.0000239511,0.00150247,0.0000275986,2025-09-02
18,21,Ar,0,19,20,K,172,0.00253373,0.000023904,0.00151258,0.0000277242,2025-09-02
18,21,Ar,0,19,20,K,173,0.00253417,0.0000238556,0.00152266,0.0000278482,2025-09-02
18,21,Ar,0,19,20,K,174,0.00253459,0.0000238059,0.0015327,0.0000279706,2025-09-02
18,21,Ar,0,19,20,K,175,0.00253496,0.0000237549,0.00154269,0.0000280913,2025-09-02
18,21,Ar,0,19,20,K,176,0.0025353,0.0000237027,0.00155265,0.0000282105,2025-09-02
18,21,Ar,0,19,20,K,177,0.00253561,0.0000236492,0.00156257,0.000028328,2025-09-02
18,21,Ar,0,19,20,K,178,0.00253588,0.0000235944,0.00157244,0.0000284439,2025-09-02
18,21,Ar,0,19,20,K,179,0.00253611,0.0000235383,0.00158228,0.0000285581,2025-09-02
18,21,Ar,0,19,20,K,180,0.00253631,0.0000234809,0.00159207,0.0000286708,2025-09-02
18,21,Ar,0,19,20,K,181,0.00253646,0.0000234221,0.00160181,0.0000287817,2025-09-02
18,21,Ar,0,19,20,K,182,0.00253659,0.0000233621,0.00161152,0.0000288911,2025-09-02
18,21,Ar,0,19,20,K,183,0.00253667,0.0000233006,0.00162118,0.0000289988,2025-09-02
18,21,Ar,0,19,20,K,184,0.00253672,0.0000232379,0.0016308,0.0000291048,2025-09-02
18,21,Ar,0,19,20,K,185,0.00253673,0.0000231737,0.00164037,0.0000292092,2025-09-02
18,21,Ar,0,19,20,K,186,0.0025367,0.0000231082,0.0016499,0.0000293119,2025-09-02
18,21,Ar,0,19,20,K,187,0.00253664,0.0000230413,0.00165939,0.000029413,2025-09-02
18,21,Ar,0,19,20,K,188,0.00253653,0.0000229731,0.00166883,0.0000295124,2025-09-02
18,21,Ar,0,19,20,K,189,0.00253639,0.0000229034,0.00167822,0.0000296102,2025-09-02
18,21,Ar,0,19,20,K,190,0.00253622,0.0000228323,0.00168757,0.0000297062,2025-09-02
18,21,Ar,0,19,20,K,191,0.002536,0.0000227598,0.00169687,0.0000298007,2025-09-02
18,21,Ar,0,19,20,K,192,0.00253574,0.0000226858,0.00170613,0.0000298934,2025-09-02
18,21,Ar,0,19,20,K,193,0.00253545,0.0000226105,0.00171534,0.0000299845,2025-09-02
18,21,Ar,0,19,20,K,194,0.00253512,0.0000225336,0.0017245,0.0000300739,2025-09-02
18,21,Ar,0,19,20,K,195,0.00253475,0.0000224554,0.00173361,0.0000301617,2025-09-02
18,21,Ar,0,19,20,K,196,0.00253434,0.0000223756,0.00174268,0.0000302478,2025-09-02
18,21,Ar,0,19,20,K,197,0.00253389,0.0000222944,0.00175169,0.0000303322,2025-09-02
18,21,Ar,0,19,20,K,198,0.0025334,0.0000222117,0.00176066,0.0000304149,2025-09-02
18,21,Ar,0,19,20,K,199,0.00253288,0.0000221276,0.00176958,0.000030496,2025-09-02
18,21,Ar,0,19,20,K,200,0.00253231,0.0000220419,0.00177845,0.0000305754,2025-09-02
18,21,Ar,0,19,20,K,201,0.0025317,0.0000219547,0.00178728,0.0000306531,2025-09-02
18,21,Ar,0,19,20,K,202,0.00253105,0.000021866,0.00179605,0.0000307292,2025-09-02
18,21,Ar,0,19,20,K,203,0.00253037,0.0000217758,0.00180477,0.0000308036,2025-09-02
18,21,Ar,0,19,20,K,204,0.00252964,0.000021684,0.00181344,0.0000308763,2025-09-02
18,21,Ar,0,19,20,K,205,0.00252887,0.0000215907,0.00182207,0.0000309474,2025-09-02
18,21,Ar,0,19,20,K,206,0.00252807,0.0000214959,0.00183064,0.0000310168,2025-09-02
18,21,Ar,0,19,20,K,207,0.00252722,0.0000213995,0.00183916,0.0000310845,2025-09-02
18,21,Ar,0,19,20,K,208,0.00252633,0.0000213015,0.00184763,0.0000311506,2025-09-02
18,21,Ar,0,19,20,K,209,0.0025254,0.0000212019,0.00185605,0.000031215,2025-09-02
18,21,Ar,0,19,20,K,210,0.00252442,0.0000211008,0.00186442,0.0000312778,2025-09-02
18,21,Ar,0,19,20,K,211,0.00252341,0.0000209981,0.00187273,0.0000313389,2025-09-02
18,21,Ar,0,19,20,K,212,0.00252235,0.0000208938,0.001881,0.0000313984,2025-09-02
18,21,Ar,0,19,20,K,213,0.00252126,0.0000207879,0.00188921,0.0000314562,2025-09-02
18,21,Ar,0,19,20,K,214,0.00252012,0.0000206804,0.00189737,0.0000315123,2025-09-02
18,21,Ar,0,19,20,K,215,0.00251894,0.0000205712,0.00190548,0.0000315669,2025-09-02
18,21,Ar,0,19,20,K,216,0.00251771,0.0000204604,0.00191354,0.0000316197,2025-09-02
18,21,Ar,0,19,20,K,217,0.00251645,0.000020348,0.00192154,0.000031671,2025-09-02
18,21,Ar,0,19,20,K,218,0.00251514,0.000020234,0.00192949,0.0000317206,2025-09-02
18,21,Ar,0,19,20,K,219,0.00251378,0.0000201183,0.00193739,0.0000317686,2025-09-02
18,21,Ar,0,19,20,K,220,0.00251239,0.000020001,0.00194523,0.0000318149,2025-09-02
18,21,Ar,0,19,20,K,221,0.00251095,0.0000198819,0.00195302,0.0000318596,2025-09-02
18,21,Ar,0,19,20,K,222,0.00250947,0.0000197613,0.00196076,0.0000319027,2025-09-02
18,21,Ar,0,19,20,K,223,0.00250794,0.0000196389,0.00196844,0.0000319442,2025-09-02
18,21,Ar,0,19,20,K,224,0.00250637,0.0000195149,0.00197608,0.0000319841,2025-09-02
18,21,Ar,0,19,20,K,225,0.00250476,0.0000193892,0.00198365,0.0000320224,2025-09-02
18,21,Ar,0,19,20,K,226,0.0025031,0.0000192618,0.00199118,0.000032059,2025-09-02
18,21,Ar,0,19,20,K,227,0.0025014,0.0000191326,0.00199864,0.0000320941,2025-09-02
18,21,Ar,0,19,20,K,228,0.00249966,0.0000190018,0.00200606,0.0000321276,2025-09-02
18,21,Ar,0,19,20,K,229,0.00249787,0.0000188693,0.00201342,0.0000321595,2025-09-02
18,21,Ar,0,19,20,K,230,0.00249603,0.000018735,0.00202073,0.0000321898,2025-09-02
18,21,Ar,0,19,20,K,231,0.00249415,0.0000185991,0.00202798,0.0000322185,2025-09-02
18,21,Ar,0,19,20,K,232,0.00249222,0.0000184614,0.00203518,0.0000322457,2025-09-02
18,21,Ar,0,19,20,K,233,0.00249025,0.0000183219,0.00204232,0.0000322713,2025-09-02
18,21,Ar,0,19,20,K,234,0.00248824,0.0000181808,0.00204941,0.0000322953,2025-09-02
18,21,Ar,0,19,20,K,235,0.00248617,0.0000180379,0.00205644,0.0000323177,2025-09-02
18,21,Ar,0,19,20,K,236,0.00248406,0.0000178932,0.00206342,0.0000323386,2025-09-02
18,21,Ar,0,19,20,K,237,0.00248191,0.0000177468,0.00207035,0.000032358,2025-09-02
18,21,Ar,0,19,20,K,238,0.00247971,0.0000175986,0.00207722,0.0000323758,2025-09-02
18,21,Ar,0,19,20,K,239,0.00247746,0.0000174508,0.00208403,0.0000323921,2025-09-02
18,21,Ar,0,19,20,K,240,0.00247517,0.0000173071,0.00209079,0.0000324069,2025-09-02
18,21,Ar,0,19,20,K,241,0.00247283,0.0000171617,0.0020975,0.0000324201,2025-09-02
18,21,Ar,0,19,20,K,242,0.00247044,0.0000170145,0.00210415,0.0000324319,2025-09-02
18,21,Ar,0,19,20,K,243,0.002468,0.0000168657,0.00211075,0.0000324421,2025-09-02
18,21,Ar,0,19,20,K,244,0.00246552,0.0000167152,0.00211729,0.0000324508,2025-09-02
18,21,Ar,0,19,20,K,245,0.00246299,0.0000165629,0.00212377,0.000032458,2025-09-02
18,21,Ar,0,19,20,K,246,0.00246041,0.000016409,0.0021302,0.0000324637,2025-09-02
18,21,Ar,0,19,20,K,247,0.00245779,0.0000162533,0.00213658,0.000032468,2025-09-02
18,21,Ar,0,19,20,K,248,0.00245512,0.0000160958,0.0021429,0.0000324707,2025-09-02
18,21,Ar,0,19,20,K,249,0.00245239,0.0000159367,0.00214916,0.000032472,2025-09-02
18,21,Ar,0,19,20,K,250,0.00244962,0.0000157758,0.00215537,0.0000324718,2025-09-02
18,21,Ar,0,19,20,K,251,0.00244681,0.0000156132,0.00216153,0.0000324702,2025-09-02
18,21,Ar,0,19,20,K,252,0.00244394,0.0000154489,0.00216763,0.0000324671,2025-09-02
18,21,Ar,0,19,20,K,253,0.00244102,0.0000152828,0.00217367,0.0000324626,2025-09-02
18,21,Ar,0,19,20,K,254,0.00243806,0.000015115,0.00217966,0.0000324567,2025-09-02
18,21,Ar,0,19,20,K,255,0.00243504,0.0000149454,0.0021856,0.0000324493,2025-09-02
18,21,Ar,0,19,20,K,256,0.00243198,0.0000147741,0.00219148,0.0000324405,2025-09-02
18,21,Ar,0,19,20,K,257,0.00242887,0.000014601,0.0021973,0.0000324303,2025-09-02
18,21,Ar,0,19,20,K,258,0.0024257,0.0000144262,0.00220307,0.0000324187,2025-09-02
18,21,Ar,0,19,20,K,259,0.00242249,0.0000142497,0.00220879,0.0000324056,2025-09-02
18,21,Ar,0,19,20,K,260,0.00241923,0.0000140714,0.00221445,0.0000323912,2025-09-02
18,21,Ar,0,19,20,K,261,0.00241592,0.0000138913,0.00222005,0.0000323754,2025-09-02
18,21,Ar,0,19,20,K,262,0.00241255,0.0000137095,0.0022256,0.0000323583,2025-09-02
18,21,Ar,0,19,20,K,263,0.00240914,0.0000135259,0.0022311,0.0000323397,2025-09-02
18,21,Ar,0,19,20,K,264,0.00240567,0.0000133406,0.00223654,0.0000323198,2025-09-02
18,21,Ar,0,19,20,K,265,0.00240216,0.0000131535,0.00224193,0.0000322986,2025-09-02
18,21,Ar,0,19,20,K,266,0.00239859,0.0000129647,0.00224726,0.000032276,2025-09-02
18,21,Ar,0,19,20,K,267,0.00239498,0.0000127741,0.00225254,0.0000322521,2025-09-02
18,21,Ar,0,19,20,K,268,0.00239131,0.0000125817,0.00225776,0.0000322268,2025-09-02
18,21,Ar,0,19,20,K,269,0.00238759,0.0000123876,0.00226293,0.0000322003,2025-09-02
18,21,Ar,0,19,20,K,270,0.00238382,0.0000121918,0.00226804,0.0000321724,2025-09-02
18,21,Ar,0,19,20,K,271,0.00238,0.0000119942,0.0022731,0.0000321432,2025-09-02
18,21,Ar,0,19,20,K,272,0.00237612,0.0000117948,0.00227811,0.0000321127,2025-09-02
18,21,Ar,0,19,20,K,273,0.0023722,0.0000115937,0.00228306,0.0000320809,2025-09-02
18,21,Ar,0,19,20,K,274,0.00236822,0.0000113909,0.00228796,0.0000320479,2025-09-02
18,21,Ar,0,19,20,K,275,0.00236419,0.0000111862,0.00229281,0.0000320136,2025-09-02
18,21,Ar,0,19,20,K,276,0.00236011,0.0000109799,0.0022976,0.000031978,2025-09-02
18,21,Ar,0,19,20,K,277,0.00235597,0.0000107718,0.00230233,0.0000319411,2025-09-02
18,21,Ar,0,19,20,K,278,0.00235178,0.000010562,0.00230702,0.0000319031,2025-09-02
18,21,Ar,0,19,20,K,279,0.00234754,0.0000103504,0.00231165,0.0000318637,2025-09-02
18,21,Ar,0,19,20,K,280,0.00234325,0.0000101371,0.00231622,0.0000318232,2025-09-02
18,21,Ar,0,19,20,K,281,0.00233891,0.00000992202,0.00232075,0.0000317814,2025-09-02
18,21,Ar,0,19,20,K,282,0.00233451,0.00000970525,0.00232522,0.0000317384,2025-09-02
18,21,Ar,0,19,20,K,283,0.00233006,0.00000948675,0.00232963,0.0000316942,2025-09-02
18,21,Ar,0,19,20,K,284,0.00232555,0.00000926653,0.002334,0.0000316488,2025-09-02
18,21,Ar,0,19,20,K,285,0.00232099,0.00000904458,0.00233831,0.0000316023,2025-09-02
18,21,Ar,0,19,20,K,286,0.00231638,0.00000882093,0.00234257,0.0000315545,2025-09-02
18,21,Ar,0,19,20,K,287,0.00231172,0.00000859556,0.00234677,0.0000315056,2025-09-02
18,21,Ar,0,19,20,K,288,0.002307,0.00000836849,0.00235093,0.0000314555,2025-09-02
18,21,Ar,0,19,20,K,289,0.00230222,0.00000813972,0.00235503,0.0000314043,2025-09-02
18,21,Ar,0,19,20,K,290,0.0022974,0.00000790926,0.00235908,0.0000313519,2025-09-02
18,21,Ar,0,19,20,K,291,0.00229252,0.0000076771,0.00236308,0.0000312984,2025-09-02
18,21,Ar,0,19,20,K,292,0.00228758,0.00000744327,0.00236702,0.0000312437,2025-09-02
18,21,Ar,0,19,20,K,293,0.00228259,0.00000720775,0.00237091,0.0000311879,2025-09-02
18,21,Ar,0,19,20,K,294,0.00227755,0.00000697057,0.00237476,0.0000311311,2025-09-02
18,21,Ar,0,19,20,K,295,0.00227245,0.00000673172,0.00237855,0.0000310731,2025-09-02
18,21,Ar,0,19,20,K,296,0.0022673,0.00000649121,0.00238228,0.000031014,2025-09-02
18,21,Ar,0,19,20,K,297,0.0022621,0.00000624905,0.00238597,0.0000309538,2025-09-02
18,21,Ar,0,19,20,K,298,0.00225684,0.00000600525,0.00238961,0.0000308926,2025-09-02
18,21,Ar,0,19,20,K,299,0.00225152,0.00000575981,0.00239319,0.0000308303,2025-09-02
18,21,Ar,0,19,20,K,300,0.00224615,0.00000551274,0.00239673,0.0000307669,2025-09-02
18,21,Ar,0,19,20,K,301,0.00224073,0.00000526406,0.00240021,0.0000307024,2025-09-02
18,21,Ar,0,19,20,K,302,0.00223525,0.00000501376,0.00240365,0.000030637,2025-09-02
18,21,Ar,0,19,20,K,303,0.00222972,0.00000476186,0.00240703,0.0000305705,2025-09-02
18,21,Ar,0,19,20,K,304,0.00222413,0.00000450836,0.00241036,0.0000305029,2025-09-02
18,21,Ar,0,19,20,K,305,0.00221849,0.00000425329,0.00241364,0.0000304344,2025-09-02
18,21,Ar,0,19,20,K,306,0.00221279,0.00000399663,0.00241688,0.0000303648,2025-09-02
18,21,Ar,0,19,20,K,307,0.00220703,0.00000373842,0.00242006,0.0000302942,2025-09-02
18,21,Ar,0,19,20,K,308,0.00220123,0.00000347864,0.00242319,0.0000302226,2025-09-02
18,21,Ar,0,19,20,K,309,0.00219536,0.00000321733,0.00242628,0.0000301501,2025-09-02
18,21,Ar,0,19,20,K,310,0.00218944,0.00000295448,0.00242931,0.0000300766,2025-09-02
18,21,Ar,0,19,20,K,311,0.00218347,0.00000269011,0.0024323,0.000030002,2025-09-02
18,21,Ar,0,19,20,K,312,0.00217744,0.00000242422,0.00243523,0.0000299266,2025-09-02
18,21,Ar,0,19,20,K,313,0.00217136,0.00000215684,0.00243812,0.0000298502,2025-09-02
18,21,Ar,0,19,20,K,314,0.00216522,0.00000188797,0.00244096,0.0000297728,2025-09-02
18,21,Ar,0,19,20,K,315,0.00215903,0.00000161763,0.00244375,0.0000296945,2025-09-02
18,21,Ar,0,19,20,K,316,0.00215278,0.00000134582,0.00244649,0.0000296152,2025-09-02
18,21,Ar,0,19,20,K,317,0.00214647,0.00000107257,0.00244918,0.0000295351,2025-09-02
18,21,Ar,0,19,20,K,318,0.00214011,0.000000797877,0.00245183,0.000029454,2025-09-02
18,21,Ar,0,19,20,K,319,0.0021337,0.000000521764,0.00245443,0.000029372,2025-09-02
18,21,Ar,0,19,20,K,320,0.00212723,0.000000592805,0.00245698,0.0000292891,2025-09-02
18,21,Ar,0,19,20,K,321,0.0021207,0.000000883401,0.00245948,0.0000292053,2025-09-02
18,21,Ar,0,19,20,K,322,0.00211412,0.00000117537,0.00246194,0.0000291206,2025-09-02
18,21,Ar,0,19,20,K,323,0.00210749,0.0000014687,0.00246435,0.0000290351,2025-09-02
18,21,Ar,0,19,20,K,324,0.0021008,0.00000176338,0.00246671,0.0000289487,2025-09-02
18,21,Ar,0,19,20,K,325,0.00209405,0.00000205938,0.00246902,0.0000288614,2025-09-02
18,21,Ar,0,19,20,K,326,0.00208725,0.00000235668,0.00247129,0.0000287732,2025-09-02
18,21,Ar,0,19,20,K,327,0.0020804,0.00000265527,0.00247352,0.0000286843,2025-09-02
18,21,Ar,0,19,20,K,328,0.00207349,0.00000295514,0.00247569,0.0000285944,2025-09-02
18,21,Ar,0,19,20,K,329,0.00206652,0.00000325625,0.00247782,0.0000285038,2025-09-02
18,21,Ar,0,19,20,K,330,0.0020595,0.0000035586,0.00247991,0.0000284123,2025-09-02
18,21,Ar,0,19,20,K,331,0.00205243,0.00000386215,0.00248194,0.00002832,2025-09-02
18,21,Ar,0,19,20,K,332,0.0020453,0.0000041669,0.00248394,0.0000282268,2025-09-02
18,21,Ar,0,19,20,K,333,0.00203812,0.00000447282,0.00248588,0.0000281329,2025-09-02
18,21,Ar,0,19,20,K,334,0.00203088,0.00000477989,0.00248779,0.0000280382,2025-09-02
18,21,Ar,0,19,20,K,335,0.00202359,0.00000508809,0.00248964,0.0000279426,2025-09-02
18,21,Ar,0,19,20,K,336,0.00201624,0.0000053974,0.00249146,0.0000278463,2025-09-02
18,21,Ar,0,19,20,K,337,0.00200884,0.00000570779,0.00249322,0.0000277492,2025-09-02
18,21,Ar,0,19,20,K,338,0.00200138,0.00000601924,0.00249495,0.0000276513,2025-09-02
18,21,Ar,0,19,20,K,339,0.00199387,0.00000633173,0.00249663,0.0000275527,2025-09-02
18,21,Ar,0,19,20,K,340,0.00198631,0.00000664524,0.00249826,0.0000274533,2025-09-02
18,21,Ar,0,19,20,K,341,0.00197869,0.00000695974,0.00249985,0.0000273532,2025-09-02
18,21,Ar,0,19,20,K,342,0.00197102,0.00000727521,0.0025014,0.0000272522,2025-09-02
18,21,Ar,0,19,20,K,343,0.0019633,0.00000759163,0.00250291,0.0000271506,2025-09-02
18,21,Ar,0,19,20,K,344,0.00195552,0.00000790896,0.00250437,0.0000270482,2025-09-02
18,21,Ar,0,19,20,K,345,0.00194769,0.00000822718,0.00250578,0.0000269451,2025-09-02
18,21,Ar,0,19,20,K,346,0.0019398,0.00000854627,0.00250716,0.0000268412,2025-09-02
18,21,Ar,0,19,20,K,347,0.00193186,0.00000886621,0.00250849,0.0000267367,2025-09-02
18,21,Ar,0,19,20,K,348,0.00192387,0.00000918695,0.00250978,0.0000266314,2025-09-02
18,21,Ar,0,19,20,K,349,0.00191583,0.00000950849,0.00251103,0.0000265254,2025-09-02
18,21,Ar,0,19,20,K,350,0.00190773,0.00000983078,0.00251223,0.0000264187,2025-09-02
18,21,Ar,0,19,20,K,351,0.00189958,0.0000101538,0.00251339,0.0000263113,2025-09-02
18,21,Ar,0,19,20,K,352,0.00189138,0.0000104775,0.00251451,0.0000262032,2025-09-02
18,21,Ar,0,19,20,K,353,0.00188313,0.0000108019,0.00251559,0.0000260944,2025-09-02
18,21,Ar,0,19,20,K,354,0.00187483,0.000011127,0.00251663,0.0000259849,2025-09-02
18,21,Ar,0,19,20,K,355,0.00186647,0.0000114526,0.00251763,0.0000258748,2025-09-02
18,21,Ar,0,19,20,K,356,0.00185806,0.0000117789,0.00251858,0.0000257639,2025-09-02
18,21,Ar,0,19,20,K,357,0.0018496,0.0000121057,0.00251949,0.0000256524,2025-09-02
18,21,Ar,0,19,20,K,358,0.00184109,0.000012433,0.00252037,0.0000255403,2025-09-02
18,21,Ar,0,19,20,K,359,0.00183253,0.0000127608,0.0025212,0.0000254274,2025-09-02
18,21,Ar,0,19,20,K,360,0.00182392,0.0000130891,0.00252199,0.0000253139,2025-09-02
18,21,Ar,0,19,20,K,361,0.00181526,0.0000134178,0.00252274,0.0000251998,2025-09-02
18,21,Ar,0,19,20,K,362,0.00180654,0.0000137468,0.00252345,0.000025085,2025-09-02
18,21,Ar,0,19,20,K,363,0.00179778,0.0000140763,0.00252412,0.0000249695,2025-09-02
18,21,Ar,0,19,20,K,364,0.00178897,0.000014406,0.00252475,0.0000248535,2025-09-02
18,21,Ar,0,19,20,K,365,0.00178011,0.0000147361,0.00252534,0.0000247367,2025-09-02
18,21,Ar,0,19,20,K,366,0.0017712,0.0000150664,0.0025259,0.0000246193,2025-09-02
18,21,Ar,0,19,20,K,367,0.00176224,0.0000153969,0.00252641,0.0000245013,2025-09-02
18,21,Ar,0,19,20,K,368,0.00175323,0.0000157277,0.00252688,0.0000243827,2025-09-02
18,21,Ar,0,19,20,K,369,0.00174417,0.0000160585,0.00252732,0.0000242634,2025-09-02
18,21,Ar,0,19,20,K,370,0.00173507,0.0000163895,0.00252771,0.0000241435,2025-09-02
18,21,Ar,0,19,20,K,371,0.00172592,0.0000167205,0.00252807,0.000024023,2025-09-02
18,21,Ar,0,19,20,K,372,0.00171672,0.0000170516,0.00252839,0.0000239018,2025-09-02
18,21,Ar,0,19,20,K,373,0.00170747,0.0000173827,0.00252867,0.0000237801,2025-09-02
18,21,Ar,0,19,20,K,374,0.00169818,0.0000177137,0.00252891,0.0000236577,2025-09-02
18,21,Ar,0,19,20,K,375,0.00168884,0.0000180446,0.00252911,0.0000235347,2025-09-02
18,21,Ar,0,19,20,K,376,0.00167945,0.0000183754,0.00252928,0.0000234111,2025-09-02
18,21,Ar,0,19,20,K,377,0.00167002,0.0000187061,0.00252941,0.0000232868,2025-09-02
18,21,Ar,0,19,20,K,378,0.00166054,0.0000190365,0.0025295,0.000023162,2025-09-02
18,21,Ar,0,19,20,K,379,0.00165102,0.0000193667,0.00252955,0.0000230386,2025-09-02
18,21,Ar,0,19,20,K,380,0.00164145,0.0000196966,0.00252957,0.0000229182,2025-09-02
18,21,Ar,0,19,20,K,381,0.00163184,0.0000200262,0.00252954,0.0000227973,2025-09-02
18,21,Ar,0,19,20,K,382,0.00162218,0.0000203554,0.00252949,0.0000226758,2025-09-02
18,21,Ar,0,19,20,K,383,0.00161248,0.0000206842,0.00252939,0.0000225537,2025-09-02
18,21,Ar,0,19,20,K,384,0.00160274,0.0000210125,0.00252926,0.0000224309,2025-09-02
18,21,Ar,0,19,20,K,385,0.00159296,0.0000213403,0.00252909,0.0000223077,2025-09-02
18,21,Ar,0,19,20,K,386,0.00158313,0.0000216676,0.00252889,0.0000221838,2025-09-02
18,21,Ar,0,19,20,K,387,0.00157326,0.0000219942,0.00252864,0.0000220593,2025-09-02
18,21,Ar,0,19,20,K,388,0.00156335,0.0000223202,0.00252837,0.0000219343,2025-09-02
18,21,Ar,0,19,20,K,389,0.0015534,0.0000226455,0.00252805,0.0000218086,2025-09-02
18,21,Ar,0,19,20,K,390,0.0015434,0.0000229701,0.0025277,0.0000216824,2025-09-02
18,21,Ar,0,19,20,K,391,0.00153337,0.0000232938,0.00252732,0.0000215556,2025-09-02
18,21,Ar,0,19,20,K,392,0.0015233,0.0000236168,0.0025269,0.0000214282,2025-09-02
18,21,Ar,0,19,20,K,393,0.00151318,0.0000239388,0.00252644,0.0000213002,2025-09-02
18,21,Ar,0,19,20,K,394,0.00150303,0.0000242599,0.00252595,0.0000211716,2025-09-02
18,21,Ar,0,19,20,K,395,0.00149284,0.00002458,0.00252542,0.0000210424,2025-09-02
18,21,Ar,0,19,20,K,396,0.00148262,0.0000248991,0.00252486,0.0000209127,2025-09-02
18,21,Ar,0,19,20,K,397,0.00147235,0.0000252171,0.00252426,0.0000207823,2025-09-02
18,21,Ar,0,19,20,K,398,0.00146205,0.0000255339,0.00252363,0.0000206514,2025-09-02
18,21,Ar,0,19,20,K,399,0.00145172,0.0000258495,0.00252296,0.0000205198,2025-09-02
18,21,Ar,0,19,20,K,400,0.00144134,0.0000261639,0.00252226,0.0000203877,2025-09-02
18,21,Ar,0,19,20,K,401,0.00143093,0.0000264769,0.00252153,0.0000202549,2025-09-02
18,21,Ar,0,19,20,K,402,0.00142049,0.0000267886,0.00252076,0.0000201216,2025-09-02
18,21,Ar,0,19,20,K,403,0.00141001,0.0000270989,0.00251995,0.0000199876,2025-09-02
18,21,Ar,0,19,20,K,404,0.0013995,0.0000274077,0.00251911,0.000019853,2025-09-02
18,21,Ar,0,19,20,K,405,0.00138896,0.000027715,0.00251824,0.0000197178,2025-09-02
18,21,Ar,0,19,20,K,406,0.00137838,0.0000280207,0.00251733,0.000019582,2025-09-02
18,21,Ar,0,19,20,K,407,0.00136778,0.0000283247,0.00251639,0.0000194456,2025-09-02
18,21,Ar,0,19,20,K,408,0.00135714,0.0000286271,0.00251541,0.0000193085,2025-09-02
18,21,Ar,0,19,20,K,409,0.00134647,0.0000289276,0.0025144,0.0000191709,2025-09-02
18,21,Ar,0,19,20,K,410,0.00133577,0.0000292264,0.00251336,0.0000190325,2025-09-02
18,21,Ar,0,19,20,K,411,0.00132504,0.0000295232,0.00251228,0.0000188936,2025-09-02
18,21,Ar,0,19,20,K,412,0.00131428,0.0000298182,0.00251117,0.000018754,2025-09-02
18,21,Ar,0,19,20,K,413,0.0013035,0.0000301111,0.00251003,0.0000186138,2025-09-02
18,21,Ar,0,19,20,K,414,0.00129269,0.0000304019,0.00250885,0.0000184729,2025-09-02
18,21,Ar,0,19,20,K,415,0.00128185,0.0000306906,0.00250764,0.0000183313,2025-09-02
18,21,Ar,0,19,20,K,416,0.00127098,0.0000309771,0.00250639,0.0000181891,2025-09-02
18,21,Ar,0,19,20,K,417,0.00126009,0.0000312614,0.00250512,0.0000180462,2025-09-02
18,21,Ar,0,19,20,K,418,0.00124917,0.0000315433,0.00250381,0.0000179026,2025-09-02
18,21,Ar,0,19,20,K,419,0.00123824,0.0000318228,0.00250246,0.0000177584,2025-09-02
